Gene_symbol,Chrom,CDS_Begin,CDS_End,MGI_lethal,IMPC,EG,NLG,RVIS_ExAc_score,RVIS_ExAc_perc,pLI_score,pLI_perc,HGMD_tag,OMIM_disorder
TMBIM1,2,218274192,218292586,N,.,N,Y,-0.147863581,38.90142965,7.40E-05,72.8,.,.
TMBIM4,12,66135846,66170072,N,.,N,N,0.04243066,52.74063784,0.002079962,61.7,.,.
TMBIM6,12,49707725,49764934,N,.,N,N,-0.089753398,42.80835793,0.016169744,52.8,.,.
TMC1,9,72521801,72836351,N,.,N,Y,-0.755465733,12.47323031,3.81E-07,84.1,DM,"Deafness, autosomal recessive 7, 600974 (3); Deafness, autosomal dominant 36, 606705 (3)"
TMC2,20,2536607,2641784,N,.,N,Y,0.512056899,80.96313017,7.89E-16,97.3,.,.
TMC3,15,81331217,81374213,N,Viable,N,Y,0.708259536,87.07530243,9.78E-16,97.3,DM?,.
TMC4,19,54160108,54173250,N,.,N,N,-0.356839227,26.4918678,9.29E-09,89,.,.
TMC5,16,19410496,19499113,N,.,N,N,0.784251737,88.86959542,0.000196303,69.8,.,.
TMC6,17,78110458,78132407,N,.,N,Y,0.528821762,81.62296695,5.08E-08,86.9,DM,"Epidermodysplasia verruciformis, 226400 (3)"
TMC7,16,18983934,19063942,N,.,N,N,-0.049064732,45.89917231,4.32E-06,79.8,.,.
TMC8,17,78130770,78142968,N,.,N,Y,-0.042518524,46.39694391,5.57E-12,94.6,DM,"Epidermodysplasia verruciformis, 226400 (3)"
TMCC1,3,129647792,129893576,N,.,N,N,-0.986462395,8.103258668,0.209385317,38.5,.,.
TMCC2,1,205228176,205273343,N,.,N,N,-0.495572089,20.39127163,0.288835547,36,.,.
TMCC3,12,94567124,94650562,N,.,N,N,-0.074595468,44.09909128,0.000392184,67.8,.,.
TMCO1,1,165724293,165827755,N,.,N,N,-0.162065544,37.85379406,9.55E-07,82.6,DM,"Craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome, 213980 (3)"
TMCO2,1,40245947,40251691,N,.,N,N,0.018964694,50.97528506,0.039711313,48.4,.,.
TMCO3,13,113490995,113554590,N,.,N,N,0.628277759,84.99739538,6.68E-10,91.4,.,.
TMCO4,1,19682213,19799945,N,.,N,N,1.752269113,98.066794,9.98E-13,95.3,.,.
TMCO5A,15,37921939,37967724,N,.,N,N,0.244206777,67.1412861,0.000421007,67.6,.,.
TMCO6,5,140639427,140645408,N,.,N,N,-0.255624009,32.14678474,8.15E-06,78.6,.,.
TMED1,19,10832438,10836318,N,.,N,N,0.26384649,68.31047057,0.000162417,70.4,.,.
TMED10,14,75131470,75176631,Y,Lethal,Y,N,-0.246513473,32.65613243,0.718151478,24.1,.,.
TMED2,12,123584531,123598577,Y,.,Y,N,-0.322501565,28.10673149,0.797679588,21.8,.,.
TMED3,15,79311062,79427432,N,.,N,N,0.486219979,79.93864676,0.002656742,60.9,.,.
TMED4,7,44577894,44582287,N,.,N,N,-0.132053341,39.94906523,0.292927703,35.9,.,.
TMED5,1,93149742,93180728,N,.,N,N,0.104368575,57.54471262,0.002437131,61.2,.,.
TMED6,16,69343248,69351809,N,.,N,N,0.94216169,91.88516525,0.000563599,66.7,.,.
TMED7,5,115613508,115632992,N,.,N,N,-0.140513426,39.38183712,0.363701355,33.8,.,.
TMED7-TICAM2,5,115578642,115626161,N,.,N,N,0.019116005,51.00422527,0.004709637,58.4,.,.
TMED8,14,77335021,77377109,N,.,N,N,-0.119765437,40.78833131,0.084324998,44.1,.,.
TMED9,5,177592158,177596124,N,.,N,N,-0.167654501,37.52966371,0.159567867,40.2,.,.
TMEFF1,9,100473113,100577636,N,.,N,N,-0.099170261,42.1543092,0.551607066,28.6,.,.
TMEFF2,2,191949043,192195709,Y,.,Y,N,-0.27924293,30.68241014,0.386319162,33.1,.,.
TMEM100,17,55719627,55732121,Y,Lethal,Y,N,0.131510986,59.50685883,0.485334012,30.4,.,.
TMEM101,17,44011188,44023946,N,.,N,N,-0.213629789,34.6819471,0.161635624,40.1,.,.
TMEM102,17,7435443,7437679,N,.,N,N,0.255536257,67.80112288,.,.,.,.
TMEM104,17,74776483,74839779,N,.,N,N,0.753918416,88.17503039,2.89E-05,75.3,.,.
TMEM105,17,81311270,81330674,N,.,N,N,0.679394134,86.39231348,0.011619609,54.3,.,.
TMEM106A,17,43211835,43220041,N,.,N,N,0.469300995,79.2961741,0.000328022,68.4,.,.
TMEM106B,7,12211241,12243367,N,Viable,N,Y,-0.272697012,31.12808937,0.515078464,29.6,DFP,.
TMEM106C,12,47963569,47968878,N,.,N,N,0.311734573,71.17555131,3.96E-06,80,.,.
TMEM107,17,8173237,8176399,Y,.,Y,N,0.010504826,50.32702437,0.02890558,49.9,.,.
TMEM108,3,133038391,133397792,N,Viable,N,Y,-0.175809925,37.02031603,0.98371876,11.1,.,.
TMEM109,11,60913874,60923443,N,.,N,Y,-0.090710311,42.74468947,0.051890547,46.8,.,.
TMEM11,17,21197280,21214624,N,.,N,N,-0.42004192,23.49945014,0.784308456,22.2,.,.
TMEM110,3,52836219,52897596,N,.,N,N,-0.251145013,32.40145859,0.901349033,17.7,.,.
TMEM110-MUSTN1,3,52833121,52897562,N,.,N,N,0.176679292,62.95653181,0.684628072,25,.,.
TMEM114,16,8537605,8590193,N,.,N,N,.,.,.,.,DM,.
TMEM115,3,50354749,50359610,N,.,N,N,-0.194795544,35.85113156,0.876895269,18.8,.,.
TMEM116,12,111931282,112013185,N,.,N,N,0.243250221,67.10655785,1.15E-09,91,.,.
TMEM117,12,43835967,44389762,N,.,N,N,-0.144992854,39.06349482,3.57E-05,74.8,.,.
TMEM119,12,108589846,108598320,N,Viable,N,Y,0.118568504,58.65022863,0.009567375,55.1,.,.
TMEM120A,7,75986837,75994659,N,.,N,N,0.21021973,65.0691671,.,.,.,.
TMEM120B,12,121712752,121783001,N,.,N,N,0.732063112,87.61937836,0.264378756,36.7,.,.
TMEM121,14,105526603,105530202,N,.,N,N,.,.,0.178807336,39.4,.,.
TMEM123,11,102396332,102470384,N,.,N,Y,0.279809186,69.29443769,0.605287081,27.3,.,.
TMEM125,1,43269994,43274002,N,.,N,N,0.833287532,89.86513862,0.000428556,67.5,.,.
TMEM126A,11,85647967,85656547,N,.,N,Y,0.42987242,77.39769636,0.004874178,58.2,DM,"Optic atrophy 7, 612989 (3)"
TMEM126B,11,85628573,85636539,N,.,N,N,0.438331876,77.80285929,0.000531076,66.9,.,.
TMEM127,2,96248516,96265994,N,.,N,Y,0.021835061,51.22417086,0.101457374,43,DM,"{Pheochromocytoma, susceptibility to}, 171300 (3)"
TMEM128,4,4235542,4248212,N,.,N,N,0.192492475,63.9636511,0.110058363,42.6,.,.
TMEM129,4,1715952,1721358,N,.,N,N,.,.,1.57E-06,81.8,.,.
TMEM130,7,98846488,98870771,N,.,N,N,-0.148668402,38.83776119,1.29E-08,88.6,.,.
TMEM131,2,97756333,97995891,N,.,N,N,-1.134896002,6.187416797,0.999999482,1.5,.,.
TMEM132A,11,60924463,60937159,N,Lethal,Y,N,0.225179156,65.94316143,2.89E-06,80.6,.,.
TMEM132B,12,125186836,125662377,N,.,N,N,-0.621070679,16.15442496,0.455834501,31.2,.,.
TMEM132C,12,128267403,128707915,N,.,N,N,.,.,0.66707188,25.6,.,.
TMEM132D,12,129071725,129903666,N,.,N,N,-1.364923403,4.19054234,0.999010387,5.9,DM?,.
TMEM132E,17,34580749,34639318,N,.,N,N,-0.471959308,21.35208659,2.40E-05,75.8,.,.
TMEM133,11,100991989,100993941,N,.,N,N,0.306952505,70.86878509,0.025317131,50.4,.,.
TMEM134,11,67461710,67469272,N,.,N,N,.,.,3.03E-08,87.6,.,.
TMEM135,11,87037844,87323758,N,.,N,N,0.072593755,55.0963709,0.879933359,18.6,DM,.
TMEM136,11,120325129,120333682,N,Viable,N,Y,0.423325465,77.03304972,0.034871924,49,.,.
TMEM138,11,61362001,61369509,N,.,N,N,0.163436574,62.02465706,0.531121157,29.1,DM,"Joubert syndrome 16, 614465 (3)"
TMEM139,7,143279957,143288048,N,.,N,N,0.530283168,81.66927129,0.018754136,52,.,.
TMEM140,7,135148072,135166215,N,.,N,N,0.529327004,81.64033108,0.039728243,48.3,.,.
TMEM141,9,136791355,136793257,N,.,N,N,0.189623012,63.7437055,0.099111972,43.2,.,.
TMEM143,19,48332356,48364237,N,.,N,N,0.474232641,79.51033165,3.71E-08,87.4,.,.
TMEM144,4,158201604,158255411,N,.,N,N,-0.009939149,48.69479655,7.82E-08,86.4,.,.
TMEM145,19,42313325,42325062,N,.,N,N,-0.447027861,22.42866238,8.14E-05,72.5,.,.
TMEM147,19,35545595,35547526,N,.,N,N,-0.358102358,26.39347109,0.137954529,41.2,.,.
TMEM14A,6,52671109,52686588,N,.,N,N,0.509540192,80.83000521,0.121253231,42,.,.
TMEM14B,6,10747759,10852753,N,.,N,N,0.534918128,81.86027667,6.48E-07,83.3,.,.
TMEM14C,6,10722915,10731129,Y,.,Y,N,0.018007904,50.90004052,0.121418784,42,.,.
TMEM14E,3,152340527,152340904,N,.,N,N,0.502992837,80.54639116,0.185564714,39.1,.,.
TMEM150A,2,85598548,85603196,N,.,N,N,-0.197666633,35.6485501,0.145714084,40.8,.,.
TMEM150B,19,55312801,55334048,N,.,N,N,0.250753302,67.48856862,4.55E-06,79.7,.,.
TMEM150C,4,82483170,82562357,N,.,N,N,0.080902701,55.81408809,0.011339251,54.4,.,.
TMEM151A,11,66291870,66296664,N,.,N,N,.,.,0.788175023,22,.,.
TMEM151B,6,44270466,44307506,N,Viable,N,Y,.,.,.,.,.,.
TMEM154,4,152618632,152680165,N,.,N,N,0.08936246,56.39289228,0.000320383,68.4,.,.
TMEM155,4,121758933,121765427,N,.,N,N,0.828509349,89.72622562,0.00120021,64,.,.
TMEM156,4,38966744,39032922,N,.,N,N,0.654160748,85.75562887,5.76E-09,89.5,.,.
TMEM158,3,45224466,45226278,N,.,N,N,.,.,0.382809463,33.2,.,.
TMEM159,16,21158377,21180616,N,.,N,N,0.215958347,65.40487353,0.003174027,60.1,.,.
TMEM160,19,47045907,47048630,N,.,N,N,.,.,0.654855933,25.9,.,.
TMEM161A,19,19119169,19138513,N,.,N,N,-0.183464709,36.53990855,2.05E-06,81.3,.,.
TMEM161B,5,88189633,88269476,Y,.,Y,N,-0.52397308,19.2683915,0.003685002,59.4,.,.
TMEM163,2,134455759,134719000,N,.,N,N,-0.130139339,40.0821902,0.067262465,45.3,.,.
TMEM164,X,110002631,110182734,N,.,N,N,0.063983137,54.4886265,0.877400449,18.7,.,.
TMEM165,4,55395957,55453397,N,.,N,N,-0.275568538,30.94287203,0.943796614,15.3,DM,"Congenital disorder of glycosylation, type IIk, 614727 (3)"
TMEM167A,5,83052846,83077863,N,.,N,Y,0.167113525,62.29669503,0.388457895,33.1,.,.
TMEM167B,1,109089803,109096934,N,.,N,N,0.015137522,50.6627308,0.632476719,26.6,.,.
TMEM168,7,112762382,112790592,N,.,N,N,-0.635412537,15.78399028,0.013413085,53.7,.,.
TMEM169,2,216081866,216102783,N,.,N,N,-0.315801021,28.52347051,0.011784537,54.3,.,.
TMEM17,2,62500221,62511894,N,.,N,N,0.165349748,62.17514615,0.004023962,59,.,.
TMEM170A,16,75443054,75465497,N,.,N,N,0.550880798,82.46802107,0.000303172,68.6,.,.
TMEM170B,6,11538278,11583524,N,.,N,N,0.007634404,50.08971465,0.674229052,25.4,.,.
TMEM171,5,73120292,73131817,N,.,N,N,0.786499614,88.89853563,0.000165604,70.4,.,.
TMEM173,5,139475534,139482935,N,.,N,Y,0.603550251,84.24494993,0.032330621,49.3,FP,"STING-associated vasculopathy, infantile-onset, 615934 (3)"
TMEM174,5,73173195,73175143,N,.,N,N,0.662620317,85.99872663,0.015255886,53.1,.,.
TMEM175,4,932387,958656,N,.,N,N,2.11444115,98.74399491,0.00043963,67.4,.,.
TMEM176A,7,150800403,150805120,N,.,N,N,0.59126564,83.85715113,0.399810437,32.8,.,.
TMEM176B,7,150791285,150801360,N,.,N,Y,1.247096088,95.40429473,3.00E-09,90.1,.,.
TMEM177,2,119679167,119686507,N,.,N,N,0.421560678,76.91728888,0.428469416,32,.,.
TMEM178A,2,39664982,39717963,N,.,N,N,-0.343096194,27.10540024,0.951747716,14.6,.,.
TMEM178B,7,141074232,141480380,N,.,N,N,.,.,.,.,.,.
TMEM179,14,104474678,104605647,N,.,N,N,-0.012004394,48.53851942,0.278562205,36.2,.,.
TMEM179B,11,62787415,62790405,N,.,N,N,-0.364648146,26.14458529,0.010781151,54.6,.,.
TMEM18,2,667335,677439,N,.,N,N,0.155933478,61.44006483,0.053635149,46.6,.,.
TMEM180,10,102461395,102477045,N,.,N,N,-0.857792997,10.41847543,0.000178664,70.2,.,.
TMEM181,6,158536436,158635428,N,.,N,N,-0.078271172,43.79232506,0.468986734,30.9,.,.
TMEM182,2,102736908,102843893,N,.,N,N,0.198231811,64.27620536,0.015987695,52.8,.,.
TMEM183A,1,203007386,203024848,N,.,N,N,-0.051281473,45.6908028,0.948747425,14.9,.,.
TMEM184A,7,1542235,1560821,N,.,N,N,1.706120607,97.92209296,8.89E-05,72.2,.,.
TMEM184B,22,38219291,38273034,N,Subviable,Y,N,-0.736934592,12.97100191,0.878340976,18.7,.,.
TMEM184C,4,147617383,147672044,N,.,N,N,-0.636676166,15.75505007,0.017595035,52.3,.,.
TMEM185A,X,149596556,149631912,N,.,N,Y,.,.,0.040063074,48.3,.,.
TMEM185B,2,120221278,120223408,N,.,N,N,.,.,0.493451137,30.1,.,.
TMEM186,16,8780384,8797648,N,.,N,N,0.843658882,90.07929617,0.001409854,63.3,.,.
TMEM187,X,153972327,153983195,N,.,N,N,-0.028772452,47.38091104,0.218658492,38.1,DM?,.
TMEM189,20,50118254,50153734,N,.,N,Y,-0.053195214,45.56346588,0.005185006,57.9,.,.
TMEM189-UBE2V1,20,50081124,50153637,N,.,N,N,-0.248273713,32.55773572,0.005185006,57.9,.,.
TMEM19,12,71686087,71705046,N,.,N,N,0.292094913,70.04688314,0.001380694,63.5,.,.
TMEM190,19,55376836,55378244,N,.,N,Y,0.164393154,62.10568965,0.060986378,45.9,.,.
TMEM191B,22,18527802,18530573,N,.,N,N,.,.,.,.,.,.
TMEM192,4,165070608,165208549,N,.,N,N,-0.233267662,33.50118655,0.004698135,58.4,.,.
TMEM196,7,19719310,19773598,N,.,N,N,0.116504775,58.48816345,1.50E-05,77,.,.
TMEM198,2,219543663,219550595,N,.,N,N,-0.658073323,15.10678937,0.061248393,45.9,.,.
TMEM199,17,28357581,28363683,N,.,N,N,0.153213524,61.2432714,0.000653685,66.2,.,.
TMEM2,9,71683366,71816690,N,.,N,N,-1.260688934,5.047172542,1.28E-09,91,DP,.
TMEM200A,6,130365734,130443063,N,.,N,N,-0.157128223,38.22422874,0.835246152,20.5,.,.
TMEM200B,1,29119428,29123935,N,.,N,N,.,.,0.155282701,40.4,.,.
TMEM200C,18,5882072,5895955,N,.,N,N,.,.,.,.,.,.
TMEM201,1,9588922,9614873,N,.,N,N,-0.21156288,34.83822423,0.841903867,20.2,.,.
TMEM202,15,72398273,72408029,N,.,N,N,0.311734573,71.17555131,6.16E-07,83.4,.,.
TMEM203,9,137204082,137205638,N,.,N,N,0.11459153,58.34925045,0.500301666,29.9,.,.
TMEM204,16,1528688,1555580,N,.,N,Y,0.009699407,50.29229612,0.902171045,17.7,.,.
TMEM205,19,11342776,11346518,N,.,N,N,0.12592113,59.20588065,0.394574027,32.9,.,.
TMEM206,1,212363931,212414901,N,.,N,N,-0.495874865,20.37969555,8.01E-06,78.6,.,.
TMEM207,3,190428655,190449876,N,.,N,N,0.914871845,91.3816056,0.000192959,69.9,.,.
TMEM208,16,67227103,67229278,N,.,N,N,-0.305580815,29.14857904,0.424874173,32.2,.,.
TMEM209,7,130164715,130207770,N,.,N,N,-0.080184792,43.61289576,0.005204565,57.9,.,.
TMEM210,9,137170858,137172409,N,.,N,N,.,.,0.313442755,35.3,.,.
TMEM211,22,24935110,24946695,N,.,N,N,0.435463288,77.66394629,0.216382272,38.2,.,.
TMEM212,3,171843349,171938715,N,.,N,N,.,.,.,.,.,.
TMEM213,7,138797952,138838101,N,.,N,N,0.320046263,71.77750767,0.045260468,47.5,.,.
TMEM214,2,27032910,27041695,N,.,N,N,0.002499372,49.67297563,0.001167355,64.1,.,.
TMEM215,9,32783499,32787399,N,.,N,N,0.166306355,62.25039069,0.008215827,55.8,.,.
TMEM216,11,61391687,61398863,N,.,N,N,0.570522981,83.06997743,0.002019295,61.8,DM,"Joubert syndrome 2, 608091 (3); Meckel syndrome 2, 603194 (3)"
TMEM217,6,37212180,37258155,N,.,N,N,0.082816117,55.93563697,0.005006027,58.1,.,.
TMEM218,11,125096545,125111763,N,.,N,N,0.116504775,58.48816345,0.00149019,63,.,.
TMEM219,16,29940885,29973052,N,.,N,N,0.166306355,62.25039069,0.001035357,64.6,.,.
TMEM220,17,10699015,10730316,N,.,N,N,0.04897698,53.33680616,2.02E-06,81.3,.,.
TMEM221,19,17435509,17448567,N,.,N,N,.,.,.,.,.,.
TMEM222,1,27322145,27336400,N,.,N,N,0.202865163,64.54245529,0.071986075,44.9,.,.
TMEM223,11,62771629,62792021,N,.,N,N,0.472023591,79.37720669,0.012435531,54,.,.
TMEM225,11,123882926,123885642,N,.,N,N,0.613775611,84.56908028,0.541094557,28.9,.,.
TMEM229A,7,124030916,124033023,N,.,N,N,.,.,.,.,.,.
TMEM229B,14,67447084,67533739,N,.,N,N,-0.15647662,38.26474504,0.21424997,38.3,.,.
TMEM230,20,5068232,5113103,N,.,N,N,0.275983486,69.05712797,0.013819609,53.6,.,.
TMEM231,16,75536744,75556286,Y,.,Y,N,0.20573487,64.71609654,7.38E-05,72.8,DM,"Joubert syndrome 20, 614970 (3); Meckel syndrome 11, 615397 (3)"
TMEM232,5,110289233,110738956,N,.,N,N,.,.,.,.,.,.
TMEM233,12,119593459,119643066,N,.,N,N,.,.,.,.,.,.
TMEM234,1,32214472,32222359,N,.,N,N,0.04243066,52.74063784,0.000523998,66.9,.,.
TMEM235,17,78231310,78240987,N,.,N,N,.,.,.,.,.,.
TMEM236,10,17752252,17800868,N,.,N,N,.,.,.,.,.,.
TMEM237,2,201620184,201643570,N,.,N,N,0.198231811,64.27620536,9.40E-10,91.2,DM,"Joubert syndrome 14, 614424 (3)"
TMEM238,19,55379245,55384598,N,.,N,N,.,.,.,.,.,.
TMEM239,20,2816302,2820284,N,.,N,N,.,.,.,.,.,.
TMEM240,1,1535174,1540453,N,.,N,N,.,.,.,.,.,"Spinocerebellar ataxia 21, 607454 (3)"
TMEM241,18,23197144,23437961,N,.,N,N,0.433697636,77.55976153,7.76E-05,72.7,.,.
TMEM242,6,157289386,157323601,N,.,N,N,0.694401032,86.77432425,0.000194208,69.9,.,.
TMEM243,7,87196160,87220587,N,.,N,N,0.063983137,54.4886265,1.29E-05,77.4,.,.
TMEM244,6,129831244,129861547,N,.,N,N,0.579938151,83.45198819,0.037087536,48.7,.,.
TMEM245,9,109015152,109119945,N,.,N,N,-0.668295493,14.80581119,0.000362237,68.1,.,.
TMEM246,9,101473171,101533537,N,.,N,N,-0.002436163,49.25623662,0.278461424,36.2,.,.
TMEM247,2,46429190,46484425,N,.,N,N,.,.,.,.,.,.
TMEM248,7,66921225,66958551,N,Viable,N,Y,-0.73230344,13.09255079,0.42273152,32.2,.,.
TMEM249,8,144352219,144354914,N,.,N,N,.,.,0.341068399,34.5,.,.
TMEM25,11,118531041,118547280,N,.,N,N,0.499461757,80.4422064,0.000421369,67.6,.,.
TMEM251,14,93184951,93187089,N,.,N,N,0.525502816,81.44353765,0.077112,44.6,.,.
TMEM252,9,68536580,68540867,N,.,N,N,0.149386991,60.95386931,0.003645147,59.5,.,.
TMEM253,14,21098937,21103724,N,.,N,N,.,.,.,.,.,.
TMEM254,10,80078646,80092557,N,.,N,N,0.451425935,78.40481565,0.00506595,58,.,.
TMEM255A,X,120258650,120311556,N,.,N,N,0.143797178,60.51397812,0.469576566,30.9,.,.
TMEM255B,13,113759240,113816995,N,.,N,Y,1.109302711,94.06146901,3.85E-10,91.9,.,.
TMEM256,17,7402975,7404137,N,Viable,N,Y,0.069572814,54.86484922,2.95E-05,75.2,.,.
TMEM256-PLSCR3,17,7389727,7394843,N,.,N,N,.,.,0.245307294,37.2,.,.
TMEM257,X,145827410,145829850,N,.,N,N,0.440098343,77.88389188,0.114594791,42.4,.,.
TMEM258,11,61768501,61792802,N,.,N,N,0.107088402,57.71835388,0.000864646,65.3,.,.
TMEM259,19,1009648,1021179,N,.,N,N,.,.,0.899319773,17.8,.,.
TMEM26,10,61406643,61453450,N,.,N,N,-0.53897936,18.62591885,1.73E-07,85.4,.,.
TMEM260,14,56488354,56650606,N,.,N,N,0.058847615,54.0197951,5.88E-12,94.5,.,.
TMEM261,9,7796490,7888380,N,.,N,N,-0.010090723,48.66585634,0.00077764,65.6,.,.
TMEM262,11,65084979,65089375,N,.,N,N,.,.,.,.,.,.
TMEM263,12,106955719,106978778,N,.,N,N,.,.,.,.,.,.
TMEM27,X,15627318,15665031,N,.,N,Y,-0.094538075,42.4726515,0.003108045,60.2,.,.
TMEM30A,6,75252924,75284968,Y,.,Y,N,-0.528759206,19.07738612,0.040683085,48.2,.,.
TMEM30B,14,61277370,61281840,N,.,N,N,.,.,0.02118173,51.3,.,.
TMEM30C,3,100185824,100194191,N,.,N,N,.,.,.,.,.,.
TMEM31,X,103710909,103714028,N,.,N,N,0.297536667,70.34207328,0.000256766,69.1,FTV,.
TMEM33,4,41935120,41960572,N,.,N,N,-0.175157533,37.05504428,0.229168918,37.7,.,.
TMEM35,X,101078720,101096364,N,.,N,N,0.099585278,57.16270186,0.648723791,26.1,.,.
TMEM37,2,119429901,119438520,N,.,N,N,0.393312715,75.5107947,0.041816145,48,.,.
TMEM38A,19,16661127,16690029,N,.,N,N,-0.147863581,38.90142965,0.030760166,49.5,.,.
TMEM38B,9,105694544,105776612,Y,.,Y,N,0.063177242,54.40180587,0.168799966,39.8,DM,"Osteogenesis imperfecta, type XIV, 615066 (3)"
TMEM39A,3,119429500,119468830,N,.,N,N,-0.615925383,16.32227817,0.979617998,11.8,DP,.
TMEM39B,1,32072031,32102866,N,.,N,N,-0.031491274,47.21884586,0.021450432,51.3,.,.
TMEM40,3,12733525,12769457,N,.,N,N,0.008742604,50.21705157,0.000135844,71,.,.
TMEM41A,3,185476496,185499057,N,.,N,N,0.18977215,63.74949355,0.002246609,61.5,.,.
TMEM41B,11,9280654,9314780,N,.,N,N,0.172852824,62.72501013,0.020189931,51.6,.,.
TMEM42,3,44861869,44865670,N,.,N,N,0.373525026,74.60207212,0.306977503,35.6,.,.
TMEM43,3,14124940,14143679,N,Viable,N,Y,1.263207838,95.52005557,9.85E-08,86.1,DM,"Arrhythmogenic right ventricular dysplasia 5, 604400 (3); Emery-Dreifuss muscular dystrophy 7, AD, 614302 (3)"
TMEM44,3,194587673,194633689,N,.,N,N,0.367125811,74.23163744,1.19E-06,82.3,.,.
TMEM45A,3,100492619,100577444,N,.,N,N,-0.160151469,38.02743532,0.010183625,54.8,.,.
TMEM45B,11,129815819,129860003,N,.,N,N,0.260169485,68.0384326,8.87E-07,82.7,.,.
TMEM47,X,34627064,34657288,N,.,N,N,-0.007371823,48.85686172,0.641023924,26.3,.,.
TMEM5,12,63779803,63809558,N,.,N,N,-0.017442134,48.06968802,1.85E-06,81.4,DM,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 10, 615041 (3)"
TMEM50A,1,25337917,25362361,N,.,N,N,0.396990911,75.66707183,0.333486481,34.8,.,.
TMEM50B,21,33432485,33480011,N,.,N,N,0.192492475,63.9636511,0.298982341,35.8,.,.
TMEM51,1,15152532,15220480,N,.,N,N,0.366169324,74.15639289,0.870759443,19,.,.
TMEM52,1,1917590,1919273,N,.,N,N,0.217871355,65.53221045,0.328693114,34.9,.,.
TMEM52B,12,10170542,10191801,N,.,N,N,0.672846598,86.25918852,0.040180498,48.3,.,.
TMEM53,1,44635238,44674555,N,.,N,N,0.35116309,73.45025178,0.038975168,48.5,.,.
TMEM54,1,32894594,32901438,N,.,N,N,0.353884195,73.67019737,0.164454121,40,.,.
TMEM55A,8,90993796,91041064,N,.,N,N,-0.258648061,31.95577936,0.021990365,51.2,.,.
TMEM55B,14,20457719,20461612,N,.,N,N,0.043387416,52.82745847,0.80039951,21.7,.,.
TMEM56,1,95117338,95197607,N,.,N,N,-0.304623579,29.21803554,0.338393703,34.6,.,.
TMEM56-RWDD3,1,95117923,95247225,N,.,N,N,-0.049519725,45.82392777,.,.,.,.
TMEM57,1,25430858,25500209,N,.,N,N,-0.932980272,8.971464953,0.992504411,9.3,.,.
TMEM59,1,54026681,54053504,N,.,N,N,-0.081293491,43.49713492,2.23E-07,85,.,.
TMEM59L,19,18607430,18621039,N,.,N,N,0.267672556,68.5362042,0.015100786,53.1,.,.
TMEM60,7,77793728,77798580,N,.,N,N,0.267523946,68.51884008,0.661431576,25.7,.,.
TMEM61,1,54980792,54992293,N,.,N,N,0.311734573,71.17555131,0.004375773,58.7,.,.
TMEM62,15,43123279,43185146,N,.,N,N,-0.035166968,46.92944377,5.99E-08,86.7,.,.
TMEM63A,1,225845536,225882369,N,.,N,N,0.007283443,50.04919836,6.11E-05,73.4,.,.
TMEM63B,6,44126914,44155519,N,Lethal,Y,N,-1.211423811,5.463911559,0.999844992,4.1,.,.
TMEM63C,14,77116568,77259495,N,.,N,N,-0.104455956,41.84175493,0.988496792,10.3,.,.
TMEM64,8,90621995,90791632,N,.,N,N,.,.,0.157412876,40.3,.,.
TMEM65,8,124306189,124372692,N,.,N,N,0.062069705,54.29762111,0.594652549,27.6,.,.
TMEM67,8,93754844,93819234,Y,.,Y,N,-1.277863118,4.861955201,1.21E-17,98,DM,"Meckel syndrome 3, 607361 (3); Joubert syndrome 6, 610688 (3); {Bardet-Biedl syndrome 14, modifier of}, 209900 (3); COACH syndrome, 216360 (3); Nephronophthisis 11, 613550 (3)"
TMEM68,8,55696424,55773407,N,.,N,Y,-0.040102903,46.61110146,0.01693697,52.5,.,.
TMEM69,1,45687214,45694443,N,.,N,N,0.058393523,53.97927881,0.000261683,69,.,.
TMEM70,8,73972437,73982783,N,.,N,N,0.569711937,83.03524918,0.003240983,60,DM,"Mitochondrial complex V (ATP synthase) deficiency, nuclear type 2, 614052 (3)"
TMEM71,8,132685007,132760712,N,.,N,N,0.868081708,90.53076344,4.17E-10,91.9,.,.
TMEM72,10,44911200,44937002,N,.,N,N,0.373672448,74.62522429,0.49453097,30.1,.,.
TMEM74,8,108606850,108787615,N,.,N,N,-0.163826529,37.7901256,0.000331226,68.4,.,.
TMEM74B,20,1180561,1185415,N,.,N,N,0.239573531,66.85188401,0.001473822,63.1,.,.
TMEM78,1,229249636,229251810,N,.,N,N,.,.,.,.,.,.
TMEM79,1,156282935,156293185,N,.,N,Y,1.528727202,97.08282688,3.50E-07,84.3,.,.
TMEM80,11,695428,705028,N,.,N,N,.,.,4.91E-05,73.9,.,.
TMEM81,1,205083129,205084460,N,.,N,N,0.501226419,80.48272269,0.000222029,69.5,.,.
TMEM82,1,15742422,15747982,N,.,N,N,0.748026206,88.05926955,1.23E-05,77.5,.,.
TMEM86A,11,18693122,18704785,N,.,N,N,-0.068201255,44.52161834,0.032960138,49.2,.,.
TMEM86B,19,55226639,55229264,N,.,N,N,1.061266122,93.50581698,2.76E-05,75.4,.,.
TMEM87A,15,42210452,42273663,N,.,N,N,-0.657116328,15.15309371,0.785702662,22.1,.,.
TMEM87B,2,112055223,112119318,N,.,N,N,-0.497635687,20.31602709,7.98E-08,86.4,.,.
